AIRFOIL_GEO
53.534191  -0.886156
51.303600  -1.488624
49.073008  -1.931488
46.842417  -2.215286
44.611826  -2.388214
42.381234  -2.479392
40.150643  -2.507037
37.920052  -2.497225
35.689461  -2.476229
33.458869  -2.452908
31.228278  -2.418828
28.997687  -2.376543
26.767095  -2.333907
24.536504  -2.295436
22.305913  -2.259887
20.075322  -2.228105
17.844730  -2.204006
15.614139  -2.179454
15.000000  -2.171597
14.375000  -2.162979
13.750000  -2.153663
13.125000  -2.143523
12.500000  -2.132242
11.875000  -2.119467
11.250000  -2.104843
10.625000  -2.087948
10.000000  -2.067964
9.375000  -2.043930
8.750000  -2.014887
8.125000  -1.979953
7.500000  -1.938374
6.875000  -1.889406
6.250000  -1.832326
5.625000  -1.766666
5.000000  -1.692136
4.375000  -1.608504
3.750000  -1.516045
3.125000  -1.415321
2.500000  -1.307239
1.875000  -1.193375
1.250000  -1.035452
0.745843  -0.851123
0.469738  -0.690192
0.300128  -0.546884
0.233323  -0.480000
0.183746  -0.407263
0.116661  -0.280000
0.039002  -0.100000
0.010137  0.018000
0.000707  0.090654
0.000800  0.138902
0.008000  0.220000
0.030000  0.300000
0.122503  0.460000
0.282977  0.660000
0.483827  0.860000
0.660000  1.015000
0.785258  1.117883
1.250000  1.450000
1.875000  1.800000
2.500000  2.100000
3.125000  2.400000
3.750000  2.650000
4.375000  2.850000
5.000000  3.034977
5.625000  3.210948
6.250000  3.359357
6.875000  3.484664
7.500000  3.590674
8.125000  3.681119
8.750000  3.758572
9.375000  3.824244
10.000000  3.879265
10.625000  3.924748
11.250000  3.961738
11.875000  3.991264
12.500000  4.014349
13.125000  4.031809
13.750000  4.044175
14.375000  4.051960
15.000000  4.055509
15.614139  4.054779
17.844730  4.014405
20.075322  3.904928
22.305913  3.720207
24.536504  3.482831
26.767095  3.209028
28.997687  2.911881
31.228278  2.596759
33.458869  2.260094
35.689461  1.903057
37.920052  1.524800
40.150643  1.124133
42.381234  0.737693
44.611826  0.413166
46.842417  0.171188
49.073008  -0.022515
51.303600  -0.206523
53.534191  -0.391879
